"age_group","is_female","N","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,172517,1069,31,171417,0.00619649078061872,0.000179692436107746,0.993623816783273
"[40,45)",1,187351,2465,62,184824,0.0131571221931028,0.000330929645424898,0.986511948161472
"[45,50)",0,191647,2229,51,189367,0.0116307586343642,0.000266114262159074,0.988103127103477
"[45,50)",1,205987,4179,129,201679,0.0202876880579842,0.000626253113060533,0.979086058828955
"[50,55)",0,194280,4112,130,190038,0.0211653283920115,0.000669137327568458,0.97816553428042
"[50,55)",1,206261,6363,224,199674,0.0308492637968399,0.00108600268591736,0.968064733517243
"[55,60)",0,179016,6679,313,172024,0.0373095142333646,0.00174844706618403,0.960942038700451
"[55,60)",1,184086,8267,386,175433,0.0449083580500418,0.00209684603935117,0.952994795910607
"[60,65)",0,168743,10928,644,157171,0.0647612049092407,0.00381645460848746,0.931422340482272
"[60,65)",1,172071,11561,663,159847,0.0671873819527986,0.00385306065519466,0.928959557392007
"[65,70)",0,164314,16513,1317,146484,0.100496610148861,0.00801514174081332,0.891488248110325
"[65,70)",1,167680,16331,1300,150049,0.0973938454198473,0.00775286259541985,0.894853291984733
"[70,75)",0,132931,20764,2239,109928,0.156201337536015,0.01684332473238,0.826955337731605
"[70,75)",1,141998,21595,2273,118130,0.152079606755025,0.0160072677079959,0.831913125536979
"[75,80)",0,105409,25508,3744,76157,0.24199072185487,0.0355187887182309,0.722490489426899
"[75,80)",1,120512,28302,4027,88183,0.234847981943707,0.0334157594264472,0.731736258629846
"[80,120]",0,151034,54257,11280,85497,0.359236992994955,0.0746851702265715,0.566077836778474
"[80,120]",1,232841,84845,16370,131626,0.364390292087734,0.070305487435632,0.565304220476634
