"age_group","is_female","category","N","count","percent"
"[40,45)",0,"Activity limitation",172517,143,0.000828903818174441
"[40,45)",1,"Activity limitation",187351,202,0.00107819013509402
"[45,50)",0,"Activity limitation",191647,208,0.0010853287554723
"[45,50)",1,"Activity limitation",205987,358,0.00173797375562535
"[50,55)",0,"Activity limitation",194280,349,0.00179637636401071
"[50,55)",1,"Activity limitation",206261,495,0.0023998720068263
"[55,60)",0,"Activity limitation",179016,480,0.00268132457433972
"[55,60)",1,"Activity limitation",184086,617,0.00335169431678672
"[60,65)",0,"Activity limitation",168743,859,0.00509058153523405
"[60,65)",1,"Activity limitation",172071,766,0.00445165077206502
"[65,70)",0,"Activity limitation",164314,1158,0.00704748225957618
"[65,70)",1,"Activity limitation",167680,1229,0.00732943702290076
"[70,75)",0,"Activity limitation",132931,1518,0.0114194582151643
"[70,75)",1,"Activity limitation",141998,1541,0.0108522655248665
"[75,80)",0,"Activity limitation",105409,1934,0.0183475794287015
"[75,80)",1,"Activity limitation",120512,1996,0.0165626659585767
"[80,120]",0,"Activity limitation",151034,3763,0.0249149198193784
"[80,120]",1,"Activity limitation",232841,5415,0.0232562134675594
"[40,45)",0,"Anaemia and haematinic deficiency",172517,1043,0.0060457809954961
"[40,45)",1,"Anaemia and haematinic deficiency",187351,6897,0.0368132542660568
"[45,50)",0,"Anaemia and haematinic deficiency",191647,1604,0.00836955444123832
"[45,50)",1,"Anaemia and haematinic deficiency",205987,8712,0.0422939311704137
"[50,55)",0,"Anaemia and haematinic deficiency",194280,2113,0.0108760551780935
"[50,55)",1,"Anaemia and haematinic deficiency",206261,7787,0.0377531380144574
"[55,60)",0,"Anaemia and haematinic deficiency",179016,2826,0.0157862984314251
"[55,60)",1,"Anaemia and haematinic deficiency",184086,4647,0.025243636126593
"[60,65)",0,"Anaemia and haematinic deficiency",168743,3799,0.0225135264870246
"[60,65)",1,"Anaemia and haematinic deficiency",172071,4560,0.0265006886692121
"[65,70)",0,"Anaemia and haematinic deficiency",164314,5147,0.0313241720121231
"[65,70)",1,"Anaemia and haematinic deficiency",167680,5406,0.0322399809160305
"[70,75)",0,"Anaemia and haematinic deficiency",132931,5933,0.0446321775958956
"[70,75)",1,"Anaemia and haematinic deficiency",141998,6566,0.0462400878885618
"[75,80)",0,"Anaemia and haematinic deficiency",105409,7039,0.0667779791099432
"[75,80)",1,"Anaemia and haematinic deficiency",120512,7914,0.0656698088157196
"[80,120]",0,"Anaemia and haematinic deficiency",151034,14970,0.0991167551677106
"[80,120]",1,"Anaemia and haematinic deficiency",232841,21271,0.0913541859036854
"[40,45)",0,"Arthritis",172517,4844,0.0280783922743846
"[40,45)",1,"Arthritis",187351,3113,0.0166158707452856
"[45,50)",0,"Arthritis",191647,7412,0.0386752727671187
"[45,50)",1,"Arthritis",205987,5757,0.0279483656735619
"[50,55)",0,"Arthritis",194280,10551,0.0543082149474985
"[50,55)",1,"Arthritis",206261,9827,0.0476435196183476
"[55,60)",0,"Arthritis",179016,12837,0.071708674084998
"[55,60)",1,"Arthritis",184086,13346,0.0724987234227481
"[60,65)",0,"Arthritis",168743,15828,0.0937994464955583
"[60,65)",1,"Arthritis",172071,16351,0.0950247281645367
"[65,70)",0,"Arthritis",164314,17585,0.107020704261353
"[65,70)",1,"Arthritis",167680,18853,0.112434398854962
"[70,75)",0,"Arthritis",132931,15967,0.120114946852126
"[70,75)",1,"Arthritis",141998,18668,0.131466640375217
"[75,80)",0,"Arthritis",105409,14488,0.137445569163923
"[75,80)",1,"Arthritis",120512,18086,0.1500763409453
"[80,120]",0,"Arthritis",151034,20538,0.135982626428486
"[80,120]",1,"Arthritis",232841,31035,0.133288381341774
"[40,45)",0,"Atrial fibrillation",172517,410,0.00237657738077987
"[40,45)",1,"Atrial fibrillation",187351,122,0.000651184140997379
"[45,50)",0,"Atrial fibrillation",191647,852,0.00444567355606923
"[45,50)",1,"Atrial fibrillation",205987,247,0.00119910479787559
"[50,55)",0,"Atrial fibrillation",194280,1419,0.00730389129092032
"[50,55)",1,"Atrial fibrillation",206261,475,0.00230290748129797
"[55,60)",0,"Atrial fibrillation",179016,2258,0.0126133976851231
"[55,60)",1,"Atrial fibrillation",184086,924,0.00501939310974219
"[60,65)",0,"Atrial fibrillation",168743,3464,0.0205282589500009
"[60,65)",1,"Atrial fibrillation",172071,1462,0.0084964927268395
