"age_group","is_female","n","n_prefrail","n_frail","n_robust","prefrail","frail","robust"
"[40,45)",0,56050,0,17506,38544,0,0.312328278322926,0.687671721677074
"[40,45)",1,51159,0,21894,29265,0,0.427959889755468,0.572040110244532
"[45,50)",0,56112,0,21688,34424,0,0.386512688907898,0.613487311092102
"[45,50)",1,51796,0,25155,26641,0,0.485655262954668,0.514344737045332
"[50,55)",0,56983,0,26544,30439,0,0.465823140234807,0.534176859765193
"[50,55)",1,53701,0,28897,24804,0,0.538109159978399,0.461890840021601
"[55,60)",0,52084,0,29002,23082,0,0.556831272559711,0.443168727440289
"[55,60)",1,48163,0,28830,19333,0,0.598592280381205,0.401407719618795
"[60,65)",0,46881,0,30496,16385,0,0.650498069580427,0.349501930419573
"[60,65)",1,43894,0,29259,14635,0,0.666583132090946,0.333416867909054
"[65,70)",0,43151,0,31840,11311,0,0.737873977428101,0.262126022571899
"[65,70)",1,41309,0,30496,10813,0,0.738241061269941,0.261758938730059
"[70,75)",0,36252,0,29655,6597,0,0.818023833167825,0.181976166832175
"[70,75)",1,37439,0,30440,6999,0,0.813055904270947,0.186944095729053
"[75,80)",0,29396,0,25912,3484,0,0.881480473533814,0.118519526466186
"[75,80)",1,31970,0,28237,3733,0,0.883234282139506,0.116765717860494
"[80,120]",0,43290,0,40360,2930,0,0.932316932316932,0.0676830676830677
"[80,120]",1,64298,0,60880,3418,0,0.946841270335003,0.0531587296649974
