"age_group","is_female","category","N","count","percent"
"[40,45)",0,"Activity limitation",56013,0,0
"[40,45)",1,"Activity limitation",51133,0,0
"[45,50)",0,"Activity limitation",55695,28,0.000502738127300476
"[45,50)",1,"Activity limitation",51791,27,0.000521326099129192
"[50,55)",0,"Activity limitation",57331,48,0.000837243376183914
"[50,55)",1,"Activity limitation",53487,34,0.000635668480191448
"[55,60)",0,"Activity limitation",51875,72,0.00138795180722892
"[55,60)",1,"Activity limitation",47915,55,0.00114786601273088
"[60,65)",0,"Activity limitation",46867,86,0.00183497983655877
"[60,65)",1,"Activity limitation",44127,73,0.00165431595168491
"[65,70)",0,"Activity limitation",43054,109,0.0025317043712547
"[65,70)",1,"Activity limitation",41032,96,0.00233963735620979
"[70,75)",0,"Activity limitation",36481,129,0.00353608727830926
"[70,75)",1,"Activity limitation",37416,97,0.00259247380799658
"[75,80)",0,"Activity limitation",29487,130,0.00440872248787601
"[75,80)",1,"Activity limitation",31986,108,0.00337647720877884
"[80,120]",0,"Activity limitation",43286,261,0.00602966317054013
"[80,120]",1,"Activity limitation",64444,270,0.00418968406678667
"[40,45)",0,"Anaemia and haematinic deficiency",56013,320,0.00571295949154661
"[40,45)",1,"Anaemia and haematinic deficiency",51133,1618,0.0316429702931571
"[45,50)",0,"Anaemia and haematinic deficiency",55695,441,0.00791812550498249
"[45,50)",1,"Anaemia and haematinic deficiency",51791,1940,0.0374582456411346
"[50,55)",0,"Anaemia and haematinic deficiency",57331,619,0.0107969510387051
"[50,55)",1,"Anaemia and haematinic deficiency",53487,1772,0.0331295454970367
"[55,60)",0,"Anaemia and haematinic deficiency",51875,799,0.0154024096385542
"[55,60)",1,"Anaemia and haematinic deficiency",47915,1248,0.0260461233434206
"[60,65)",0,"Anaemia and haematinic deficiency",46867,1003,0.0214009857682378
"[60,65)",1,"Anaemia and haematinic deficiency",44127,1276,0.0289165363609581
"[65,70)",0,"Anaemia and haematinic deficiency",43054,1327,0.0308217587216054
"[65,70)",1,"Anaemia and haematinic deficiency",41032,1447,0.0352651589003704
"[70,75)",0,"Anaemia and haematinic deficiency",36481,1607,0.044050327567775
"[70,75)",1,"Anaemia and haematinic deficiency",37416,1669,0.044606585418003
"[75,80)",0,"Anaemia and haematinic deficiency",29487,1895,0.0642656085732696
"[75,80)",1,"Anaemia and haematinic deficiency",31986,1938,0.0605890076908648
"[80,120]",0,"Anaemia and haematinic deficiency",43286,4231,0.0977452294044264
"[80,120]",1,"Anaemia and haematinic deficiency",64444,5276,0.0818695301346906
"[40,45)",0,"Arthritis",56013,915,0.0163354935461411
"[40,45)",1,"Arthritis",51133,586,0.0114603093892398
"[45,50)",0,"Arthritis",55695,1351,0.024257114642248
"[45,50)",1,"Arthritis",51791,1050,0.020273792743913
"[50,55)",0,"Arthritis",57331,1868,0.032582721389824
"[50,55)",1,"Arthritis",53487,1922,0.0359339652625872
"[55,60)",0,"Arthritis",51875,2407,0.0464
"[55,60)",1,"Arthritis",47915,2505,0.0522800793071063
"[60,65)",0,"Arthritis",46867,2929,0.0624959993172168
"[60,65)",1,"Arthritis",44127,3088,0.0699798309425069
"[65,70)",0,"Arthritis",43054,3104,0.0720955079667394
"[65,70)",1,"Arthritis",41032,3492,0.085104308832131
"[70,75)",0,"Arthritis",36481,3070,0.0841533949179025
"[70,75)",1,"Arthritis",37416,3788,0.101240111182382
"[75,80)",0,"Arthritis",29487,2892,0.0980771187302879
"[75,80)",1,"Arthritis",31986,3772,0.117926592884387
"[80,120]",0,"Arthritis",43286,4401,0.101672596220487
"[80,120]",1,"Arthritis",64444,7441,0.115464589410961
"[40,45)",0,"Atrial fibrillation",56013,101,0.0018031528395194
"[40,45)",1,"Atrial fibrillation",51133,27,0.000528034732951323
"[45,50)",0,"Atrial fibrillation",55695,170,0.0030523386300386
"[45,50)",1,"Atrial fibrillation",51791,63,0.00121642756463478
"[50,55)",0,"Atrial fibrillation",57331,367,0.00640142331373951
"[50,55)",1,"Atrial fibrillation",53487,150,0.00280441976555051
"[55,60)",0,"Atrial fibrillation",51875,551,0.010621686746988
"[55,60)",1,"Atrial fibrillation",47915,201,0.00419492851925284
"[60,65)",0,"Atrial fibrillation",46867,863,0.0184138092901188
"[60,65)",1,"Atrial fibrillation",44127,382,0.00865683141840596
"[65,70)",0,"Atrial fibrillation",43054,1368,0.0317740511915269
"[65,70)",1,"Atrial fibrillation",41032,643,0.0156706960421135
"[70,75)",0,"Atrial fibrillation",36481,1793,0.0491488720155698
"[70,75)",1,"Atrial fibrillation",37416,1057,0.0282499465469318
"[75,80)",0,"Atrial fibrillation",29487,2093,0.0709804320548038
"[75,80)",1,"Atrial fibrillation",31986,1612,0.0503970487088101
"[80,120]",0,"Atrial fibrillation",43286,4580,0.105807882456221
"[80,120]",1,"Atrial fibrillation",64444,5579,0.086571286698529
"[40,45)",0,"Cerebrovascular disease",56013,124,0.00221377180297431
"[40,45)",1,"Cerebrovascular disease",51133,116,0.00226859366749457
"[45,50)",0,"Cerebrovascular disease",55695,239,0.00429122901517192
"[45,50)",1,"Cerebrovascular disease",51791,183,0.00353343244965341
"[50,55)",0,"Cerebrovascular disease",57331,439,0.00765728837801538
"[50,55)",1,"Cerebrovascular disease",53487,312,0.00583319311234506
"[55,60)",0,"Cerebrovascular disease",51875,620,0.0119518072289157
"[55,60)",1,"Cerebrovascular disease",47915,392,0.00818115412710007
"[60,65)",0,"Cerebrovascular disease",46867,852,0.0181791025668381
"[60,65)",1,"Cerebrovascular disease",44127,536,0.0121467582205906
"[65,70)",0,"Cerebrovascular disease",43054,1123,0.0260835230176058
"[65,70)",1,"Cerebrovascular disease",41032,767,0.0186927276272178
"[70,75)",0,"Cerebrovascular disease",36481,1393,0.0381842602998821
"[70,75)",1,"Cerebrovascular disease",37416,979,0.0261652768868933
"[75,80)",0,"Cerebrovascular disease",29487,1584,0.0537185878522739
"[75,80)",1,"Cerebrovascular disease",31986,1353,0.0422997561433127
"[80,120]",0,"Cerebrovascular disease",43286,3331,0.0769532874370466
"[80,120]",1,"Cerebrovascular disease",64444,4363,0.0677021910495934
"[40,45)",0,"Chronic kidney disease",56013,1418,0.0253155517469159
"[40,45)",1,"Chronic kidney disease",51133,1722,0.0336768818571177
"[45,50)",0,"Chronic kidney disease",55695,1689,0.0303258820360894
"[45,50)",1,"Chronic kidney disease",51791,1984,0.0383078140989747
"[50,55)",0,"Chronic kidney disease",57331,2131,0.0371701173884984
"[50,55)",1,"Chronic kidney disease",53487,2267,0.0423841307233533
"[55,60)",0,"Chronic kidney disease",51875,2481,0.0478265060240964
"[55,60)",1,"Chronic kidney disease",47915,2408,0.0502556610664719
"[60,65)",0,"Chronic kidney disease",46867,2784,0.0594021379648793
"[60,65)",1,"Chronic kidney disease",44127,2803,0.0635212001722302
"[65,70)",0,"Chronic kidney disease",43054,3278,0.0761369443025038
"[65,70)",1,"Chronic kidney disease",41032,3081,0.0750877364008579
"[70,75)",0,"Chronic kidney disease",36481,3557,0.0975028096817522
"[70,75)",1,"Chronic kidney disease",37416,3660,0.0978191148171905
"[75,80)",0,"Chronic kidney disease",29487,3702,0.125546851154746
"[75,80)",1,"Chronic kidney disease",31986,4052,0.126680422684925
"[80,120]",0,"Chronic kidney disease",43286,7166,0.165550062375826
"[80,120]",1,"Chronic kidney disease",64444,10784,0.167339085097139
"[40,45)",0,"Diabetes",56013,2023,0.0361166157856212
"[40,45)",1,"Diabetes",51133,1453,0.0284160913695656
"[45,50)",0,"Diabetes",55695,3248,0.0583176227668552
"[45,50)",1,"Diabetes",51791,2164,0.0417833214265027
"[50,55)",0,"Diabetes",57331,4603,0.08028815126197
"[50,55)",1,"Diabetes",53487,3018,0.0564249256828762
"[55,60)",0,"Diabetes",51875,5790,0.111614457831325
"[55,60)",1,"Diabetes",47915,3750,0.0782635917771053
"[60,65)",0,"Diabetes",46867,6271,0.133804169244884
"[60,65)",1,"Diabetes",44127,4215,0.0955197498130396
"[65,70)",0,"Diabetes",43054,6799,0.157917963487713
"[65,70)",1,"Diabetes",41032,4561,0.111157145642425
"[70,75)",0,"Diabetes",36481,6752,0.185082645760807
"[70,75)",1,"Diabetes",37416,5018,0.134113748129143
